,Timestep,Date,Activity
2985,284887,2023-07-17 20:07:00,watch sports on TV with SAT Reciever (2 h)
2986,285017,2023-07-17 22:17:00,sleep bed 02 (06 h)
2987,285352,2023-07-18 03:52:00,make smoothie
2988,285357,2023-07-18 03:57:00,watch a movie for 2 h
2989,285476,2023-07-18 05:56:00,work at the office (09 h)
2990,285989,2023-07-18 14:29:00,go to the toilet
2991,285994,2023-07-18 14:34:00,do laundry 60°C with mini washing machine
2992,286009,2023-07-18 14:49:00,cook coffee
2993,286018,2023-07-18 14:58:00,make smoothie
2994,286024,2023-07-18 15:04:00,talk with friends on the phone
2995,286053,2023-07-18 15:33:00,run the dishwasher (triggered)
2996,286071,2023-07-18 15:51:00,run vacuum cleaner robot
2997,286082,2023-07-18 16:02:00,hang up laundry outside
2998,286110,2023-07-18 16:30:00,practice generic music instrument (1 h)
2999,286173,2023-07-18 17:33:00,do garden work every day
3000,286295,2023-07-18 19:35:00,go to the toilet
3001,286301,2023-07-18 19:41:00,watch sports on TV with SAT Reciever (2 h)
3002,286405,2023-07-18 21:25:00,sleep bed 02 (06 h)
3003,286744,2023-07-19 03:04:00,do laundry 30°C with mini washing machine
3004,286761,2023-07-19 03:21:00,make smoothie
3005,286767,2023-07-19 03:27:00,talk with friends on the phone
3006,286801,2023-07-19 04:01:00,watch the news
3007,286818,2023-07-19 04:18:00,go to the toilet
3008,286823,2023-07-19 04:23:00,watch sports on TV with DVB-T (2 h)
3009,286943,2023-07-19 06:23:00,work at the office (09 h)
3010,287581,2023-07-19 17:01:00,go to the toilet
3011,287586,2023-07-19 17:06:00,hang up laundry outside
3012,287618,2023-07-19 17:38:00,make smoothie
3013,287623,2023-07-19 17:43:00,iron Clothes
3014,287683,2023-07-19 18:43:00,take a shower (men)
3015,287703,2023-07-19 19:03:00,go to horse riding lessons
3016,287892,2023-07-19 22:12:00,sleep bed 02 (06 h)
3017,288238,2023-07-20 03:58:00,go to the toilet
3018,288243,2023-07-20 04:03:00,do laundry 30°C with mini washing machine
3019,288260,2023-07-20 04:20:00,make smoothie
3020,288265,2023-07-20 04:25:00,practice generic music instrument (1 h)
3021,288329,2023-07-20 05:29:00,work at the office (09 h)
3022,288832,2023-07-20 13:52:00,hang up laundry outside
3023,288863,2023-07-20 14:23:00,go shopping for food in the supermarket (1_5 h)
3024,288953,2023-07-20 15:53:00,go to the toilet
3025,288959,2023-07-20 15:59:00,make smoothie
3026,288965,2023-07-20 16:05:00,cook coffee
3027,288977,2023-07-20 16:17:00,talk with friends on the phone
3028,289006,2023-07-20 16:46:00,bake bread
3029,289086,2023-07-20 18:06:00,take singing lessons
3030,289216,2023-07-20 20:16:00,grill food and eat it (3 h)
3031,289396,2023-07-20 23:16:00,sleep bed 02 (06 h)
3032,289749,2023-07-21 05:09:00,work at the office (09 h)
3033,290322,2023-07-21 14:42:00,go to the toilet
3034,290328,2023-07-21 14:48:00,run the dishwasher (triggered)
3035,290342,2023-07-21 15:02:00,do laundry 30°C with mini washing machine
3036,290359,2023-07-21 15:19:00,make smoothie
3037,290365,2023-07-21 15:25:00,practice generic music instrument (1 h)
3038,290425,2023-07-21 16:25:00,talk with friends on the phone
3039,290453,2023-07-21 16:53:00,hang up laundry outside
3040,290485,2023-07-21 17:25:00,bake a cake
3041,290524,2023-07-21 18:04:00,iron and watch TV with Sat Reciever (1 h)
3042,290572,2023-07-21 18:52:00,listen to music on hifi (2 h)
3043,290686,2023-07-21 20:46:00,go to the toilet
3044,290692,2023-07-21 20:52:00,take a shower (men)
3045,290711,2023-07-21 21:11:00,watch sports on TV with DVB-T (2 h)
3046,290828,2023-07-21 23:08:00,sleep bed 02 (06 h)
3047,291185,2023-07-22 05:05:00,make smoothie
3048,291189,2023-07-22 05:09:00,talk with friends on the phone
3049,291221,2023-07-22 05:41:00,cook coffee
3050,291232,2023-07-22 05:52:00,go to the toilet
3051,291237,2023-07-22 05:57:00,watch the news
3052,291254,2023-07-22 06:14:00,get ready in the morning (men)
3053,291264,2023-07-22 06:24:00,watch TV (1 h)
3054,291318,2023-07-22 07:18:00,do laundry 60°C with mini washing machine
3055,291332,2023-07-22 07:32:00,watch sports on TV with SAT Reciever (2 h)
3056,291452,2023-07-22 09:32:00,hang up laundry outside
3057,291485,2023-07-22 10:05:00,eat very small breakfast (5 min)
3058,291490,2023-07-22 10:10:00,go to horse riding lessons
3059,291669,2023-07-22 13:09:00,cook weekend lunch for the family
3060,291803,2023-07-22 15:23:00,go to the toilet
3061,291808,2023-07-22 15:28:00,run the dishwasher (triggered)
3062,291821,2023-07-22 15:41:00,talk with friends on the phone
3063,291852,2023-07-22 16:12:00,do garden work every day
3064,291952,2023-07-22 17:52:00,go shopping for food in the supermarket (1_5 h)
3065,292043,2023-07-22 19:23:00,do laundry 30°C with mini washing machine
3066,292060,2023-07-22 19:40:00,practice generic music instrument (1 h)
3067,292119,2023-07-22 20:39:00,visit the cinema
3068,292305,2023-07-22 23:45:00,sleep bed 02 (06 h)
3069,292651,2023-07-23 05:31:00,go to the toilet
3070,292657,2023-07-23 05:37:00,hang up laundry outside
3071,292690,2023-07-23 06:10:00,get ready in the morning (men)
3072,292701,2023-07-23 06:21:00,iron and watch TV with Sat Reciever (1 h)
3073,292763,2023-07-23 07:23:00,make smoothie
3074,292769,2023-07-23 07:29:00,talk with friends on the phone
3075,292801,2023-07-23 08:01:00,run vacuum cleaner robot
3076,292811,2023-07-23 08:11:00,cook coffee
3077,292820,2023-07-23 08:20:00,watch sports on TV with SAT Reciever (2 h)
3078,292960,2023-07-23 10:40:00,go to the toilet
3079,292965,2023-07-23 10:45:00,eat very small breakfast (5 min)
3080,292970,2023-07-23 10:50:00,watch the news
3081,292985,2023-07-23 11:05:00,watch a movie for 1 h 30 min
3082,292990,2023-07-23 11:10:00,cook weekend lunch for the family
3083,293127,2023-07-23 13:27:00,watch a movie for 2 h
3084,293253,2023-07-23 15:33:00,talk with friends on the phone
3085,293287,2023-07-23 16:07:00,watch sports on TV with DVB-T (2 h)
3086,293398,2023-07-23 17:58:00,go to the toilet
3087,293404,2023-07-23 18:04:00,watch TV (1 h)
3088,293468,2023-07-23 19:08:00,listen to music on hifi (2 h)
3089,293609,2023-07-23 21:29:00,sleep bed 02 (06 h)
3090,293962,2023-07-24 03:22:00,make smoothie
3091,293968,2023-07-24 03:28:00,do laundry 30°C with mini washing machine
3092,293983,2023-07-24 03:43:00,practice generic music instrument (1 h)
3093,294037,2023-07-24 04:37:00,go to the toilet
3094,294042,2023-07-24 04:42:00,talk with friends on the phone
3095,294073,2023-07-24 05:13:00,work at the office (09 h)
3096,294603,2023-07-24 14:03:00,go to the toilet
3097,294608,2023-07-24 14:08:00,hang up laundry outside
3098,294635,2023-07-24 14:35:00,take a shower (men)
3099,294659,2023-07-24 14:59:00,make smoothie
3100,294664,2023-07-24 15:04:00,cook coffee
3101,294675,2023-07-24 15:15:00,go to horse riding lessons
3102,294839,2023-07-24 17:59:00,run the dishwasher (triggered)
3103,294855,2023-07-24 18:15:00,talk with friends on the phone
3104,294886,2023-07-24 18:46:00,go to the toilet
3105,294891,2023-07-24 18:51:00,take singing lessons
3106,295017,2023-07-24 20:57:00,watch TV (1 h)
3107,295071,2023-07-24 21:51:00,sleep bed 02 (06 h)
3108,295413,2023-07-25 03:33:00,make smoothie
3109,295418,2023-07-25 03:38:00,watch sports on TV with SAT Reciever (2 h)
3110,295526,2023-07-25 05:26:00,work at the office (09 h)
3111,296110,2023-07-25 15:10:00,go to the toilet
3112,296114,2023-07-25 15:14:00,do laundry 30°C with mini washing machine
3113,296130,2023-07-25 15:30:00,go shopping for food in the supermarket (1_5 h)
3114,296213,2023-07-25 16:53:00,hang up laundry outside
3115,296244,2023-07-25 17:24:00,make smoothie
3116,296249,2023-07-25 17:29:00,iron Clothes
3117,296309,2023-07-25 18:29:00,practice generic music instrument (1 h)
3118,296365,2023-07-25 19:25:00,talk with friends on the phone
3119,296397,2023-07-25 19:57:00,listen to music on hifi (2 h)
3120,296514,2023-07-25 21:54:00,sleep bed 02 (06 h)
3121,296867,2023-07-26 03:47:00,go to the toilet
3122,296871,2023-07-26 03:51:00,make smoothie
3123,296877,2023-07-26 03:57:00,watch a movie for 1 h 30 min
3124,296956,2023-07-26 05:16:00,work at the office (09 h)
3125,297448,2023-07-26 13:28:00,cook coffee
3126,297458,2023-07-26 13:38:00,do garden work every day
3127,297577,2023-07-26 15:37:00,make smoothie
3128,297583,2023-07-26 15:43:00,go to the toilet
3129,297588,2023-07-26 15:48:00,talk with friends on the phone
3130,297618,2023-07-26 16:18:00,take a shower (men)
3131,297639,2023-07-26 16:39:00,run vacuum cleaner robot
3132,297651,2023-07-26 16:51:00,go to horse riding lessons
3133,297844,2023-07-26 20:04:00,do laundry 30°C with mini washing machine
3134,297862,2023-07-26 20:22:00,practice generic music instrument (1 h)
3135,297919,2023-07-26 21:19:00,sleep bed 02 (06 h)
3136,298272,2023-07-27 03:12:00,go to the toilet
3137,298278,2023-07-27 03:18:00,hang up laundry outside
3138,298310,2023-07-27 03:50:00,make smoothie
3139,298315,2023-07-27 03:55:00,do laundry 60°C with mini washing machine
3140,298330,2023-07-27 04:10:00,talk with friends on the phone
3141,298356,2023-07-27 04:36:00,watch TV (1 h)
3142,298416,2023-07-27 05:36:00,work at the office (09 h)
3143,298848,2023-07-27 12:48:00,go to the toilet
3144,298854,2023-07-27 12:54:00,hang up laundry outside
3145,298887,2023-07-27 13:27:00,bake bread
3146,298960,2023-07-27 14:40:00,iron Clothes
3147,299025,2023-07-27 15:45:00,run the dishwasher (triggered)
3148,299043,2023-07-27 16:03:00,make smoothie
3149,299049,2023-07-27 16:09:00,talk with friends on the phone
3150,299078,2023-07-27 16:38:00,go shopping for food in the supermarket (1_5 h)
3151,299172,2023-07-27 18:12:00,bake a cake
3152,299208,2023-07-27 18:48:00,go to the toilet
3153,299213,2023-07-27 18:53:00,visit an opera
3154,299458,2023-07-27 22:58:00,sleep bed 02 (06 h)
3155,299829,2023-07-28 05:09:00,work at the office (09 h)
3156,300380,2023-07-28 14:20:00,do laundry 30°C with mini washing machine
3157,300395,2023-07-28 14:35:00,make smoothie
3158,300400,2023-07-28 14:40:00,go to the toilet
3159,300405,2023-07-28 14:45:00,practice generic music instrument (1 h)
3160,300470,2023-07-28 15:50:00,cook coffee
3161,300480,2023-07-28 16:00:00,hang up laundry outside
3162,300511,2023-07-28 16:31:00,talk with friends on the phone
3163,300539,2023-07-28 16:59:00,grill food and eat it (3 h)
3164,300725,2023-07-28 20:05:00,take a shower (men)
3165,300745,2023-07-28 20:25:00,listen to music on hifi (2 h)
3166,300875,2023-07-28 22:35:00,sleep bed 02 (06 h)
3167,301232,2023-07-29 04:32:00,go to the toilet
3168,301238,2023-07-29 04:38:00,do laundry 30°C with mini washing machine
3169,301253,2023-07-29 04:53:00,watch the news
3170,301267,2023-07-29 05:07:00,talk with friends on the phone
3171,301296,2023-07-29 05:36:00,watch TV (1 h)
3172,301364,2023-07-29 06:44:00,get ready in the morning (men)
3173,301374,2023-07-29 06:54:00,hang up laundry outside
3174,301404,2023-07-29 07:24:00,make smoothie
3175,301409,2023-07-29 07:29:00,iron and watch TV with Sat Reciever (1 h)
3176,301464,2023-07-29 08:24:00,run the dishwasher (triggered)
3177,301480,2023-07-29 08:40:00,go to horse riding lessons
3178,301668,2023-07-29 11:48:00,go to the toilet
3179,301673,2023-07-29 11:53:00,cook weekend lunch for the family
3180,301780,2023-07-29 13:40:00,talk with friends on the phone
3181,301810,2023-07-29 14:10:00,take a hike (4 h)
3182,302036,2023-07-29 17:56:00,take singing lessons
3183,302146,2023-07-29 19:46:00,practice generic music instrument (1 h)
3184,302211,2023-07-29 20:51:00,visit the cinema
3185,302399,2023-07-29 23:59:00,sleep bed 02 (06 h)
3186,302767,2023-07-30 06:07:00,go to the toilet
3187,302773,2023-07-30 06:13:00,get ready in the morning (men)
3188,302782,2023-07-30 06:22:00,make smoothie
3189,302787,2023-07-30 06:27:00,cook coffee
3190,302797,2023-07-30 06:37:00,talk with friends on the phone
3191,302829,2023-07-30 07:09:00,do laundry 30°C with mini washing machine
3192,302843,2023-07-30 07:23:00,watch the news
3193,302860,2023-07-30 07:40:00,watch TV (1 h)
3194,302924,2023-07-30 08:44:00,hang up laundry outside
3195,302957,2023-07-30 09:17:00,eat very small breakfast (5 min)
3196,302962,2023-07-30 09:22:00,run vacuum cleaner robot
3197,302972,2023-07-30 09:32:00,watch sports on TV with SAT Reciever (2 h)
3198,303070,2023-07-30 11:10:00,cook weekend lunch for the family
3199,303219,2023-07-30 13:39:00,go to the toilet
3200,303224,2023-07-30 13:44:00,do laundry 60°C with mini washing machine
3201,303241,2023-07-30 14:01:00,talk with friends on the phone
3202,303271,2023-07-30 14:31:00,watch a movie for 1 h 30 min
3203,303358,2023-07-30 15:58:00,hang up laundry outside
3204,303391,2023-07-30 16:31:00,watch a movie for 2 h
3205,303507,2023-07-30 18:27:00,iron and watch TV with Sat Reciever (1 h)
3206,303570,2023-07-30 19:30:00,watch the news
3207,303586,2023-07-30 19:46:00,practice generic music instrument (1 h)
3208,303640,2023-07-30 20:40:00,go to the toilet
3209,303646,2023-07-30 20:46:00,take a shower (men)
3210,303665,2023-07-30 21:05:00,listen to music on hifi (2 h)
3211,303773,2023-07-30 22:53:00,sleep bed 02 (06 h)
3212,304137,2023-07-31 04:57:00,make smoothie
3213,304142,2023-07-31 05:02:00,work at the office (09 h)
3214,304574,2023-07-31 12:14:00,go shopping for food in the supermarket (1_5 h)
3215,304678,2023-07-31 13:58:00,go to the toilet
3216,304683,2023-07-31 14:03:00,talk with friends on the phone
3217,304710,2023-07-31 14:30:00,do garden work every day
3218,304845,2023-07-31 16:45:00,make smoothie
3219,304850,2023-07-31 16:50:00,go to horse riding lessons
3220,305039,2023-07-31 19:59:00,practice generic music instrument (1 h)
3221,305102,2023-07-31 21:02:00,sleep bed 02 (06 h)
3222,305470,2023-08-01 03:10:00,go to the toilet
3223,305475,2023-08-01 03:15:00,do laundry 30°C with mini washing machine
3224,305489,2023-08-01 03:29:00,make smoothie
3225,305495,2023-08-01 03:35:00,talk with friends on the phone
3226,305525,2023-08-01 04:05:00,watch the news
3227,305540,2023-08-01 04:20:00,watch TV (1 h)
3228,305600,2023-08-01 05:20:00,work at the office (09 h)
3229,306065,2023-08-01 13:05:00,hang up laundry outside
3230,306091,2023-08-01 13:31:00,run the dishwasher (triggered)
3231,306108,2023-08-01 13:48:00,go to the toilet
3232,306113,2023-08-01 13:53:00,make smoothie
3233,306119,2023-08-01 13:59:00,cook coffee
3234,306129,2023-08-01 14:09:00,talk with friends on the phone
3235,306160,2023-08-01 14:40:00,watch a movie for 2 h
3236,306272,2023-08-01 16:32:00,watch sports on TV with DVB-T (2 h)
3237,306384,2023-08-01 18:24:00,watch sports on TV with SAT Reciever (2 h)
3238,306509,2023-08-01 20:29:00,practice generic music instrument (1 h)
3239,306566,2023-08-01 21:26:00,sleep bed 02 (06 h)
3240,306948,2023-08-02 03:48:00,go to the toilet
3241,306953,2023-08-02 03:53:00,do laundry 30°C with mini washing machine
3242,306968,2023-08-02 04:08:00,make smoothie
3243,306973,2023-08-02 04:13:00,talk with friends on the phone
3244,307002,2023-08-02 04:42:00,listen to music on hifi (2 h)
3245,307124,2023-08-02 06:44:00,work at the office (09 h)
3246,307643,2023-08-02 15:23:00,hang up laundry outside
3247,307675,2023-08-02 15:55:00,go to the toilet
3248,307681,2023-08-02 16:01:00,iron Clothes
3249,307752,2023-08-02 17:12:00,make smoothie
3250,307757,2023-08-02 17:17:00,go shopping for food in the supermarket (1_5 h)
3251,307844,2023-08-02 18:44:00,take a shower (men)
3252,307865,2023-08-02 19:05:00,talk with friends on the phone
3253,307898,2023-08-02 19:38:00,take singing lessons
3254,308002,2023-08-02 21:22:00,sleep bed 02 (06 h)
3255,308380,2023-08-03 03:40:00,go to the toilet
3256,308386,2023-08-03 03:46:00,make smoothie
3257,308392,2023-08-03 03:52:00,practice generic music instrument (1 h)
3258,308460,2023-08-03 05:00:00,do laundry 30°C with mini washing machine
3259,308473,2023-08-03 05:13:00,work at the office (09 h)
3260,308965,2023-08-03 13:25:00,hang up laundry outside
3261,308990,2023-08-03 13:50:00,do laundry 60°C with mini washing machine
3262,309002,2023-08-03 14:02:00,go to the toilet
3263,309007,2023-08-03 14:07:00,make smoothie
3264,309012,2023-08-03 14:12:00,cook coffee
3265,309023,2023-08-03 14:23:00,talk with friends on the phone
3266,309054,2023-08-03 14:54:00,go to horse riding lessons
3267,309240,2023-08-03 18:00:00,bake bread
3268,309318,2023-08-03 19:18:00,bake a cake
3269,309359,2023-08-03 19:59:00,run the dishwasher (triggered)
3270,309374,2023-08-03 20:14:00,hang up laundry outside
3271,309405,2023-08-03 20:45:00,go to the toilet
3272,309410,2023-08-03 20:50:00,iron and watch TV with Sat Reciever (1 h)
3273,309468,2023-08-03 21:48:00,sleep bed 02 (06 h)
3274,309814,2023-08-04 03:34:00,make smoothie
3275,309820,2023-08-04 03:40:00,talk with friends on the phone
3276,309849,2023-08-04 04:09:00,watch sports on TV with SAT Reciever (2 h)
3277,309979,2023-08-04 06:19:00,work at the office (09 h)
3278,310584,2023-08-04 16:24:00,go to the toilet
3279,310589,2023-08-04 16:29:00,practice generic music instrument (1 h)
3280,310644,2023-08-04 17:24:00,grill food and eat it (3 h)
3281,310812,2023-08-04 20:12:00,run vacuum cleaner robot
3282,310823,2023-08-04 20:23:00,go to the toilet
3283,310829,2023-08-04 20:29:00,take a shower (men)
3284,310849,2023-08-04 20:49:00,talk with friends on the phone
3285,310877,2023-08-04 21:17:00,visit a festival (2d)
3286,313959,2023-08-07 00:39:00,sleep bed 02 (06 h)
3287,314337,2023-08-07 06:57:00,work at the office (09 h)
3288,314964,2023-08-07 17:24:00,go to the toilet
3289,314969,2023-08-07 17:29:00,run the dishwasher (triggered)
3290,314983,2023-08-07 17:43:00,go shopping for food in the supermarket (1_5 h)
3291,315100,2023-08-07 19:40:00,make smoothie
3292,315105,2023-08-07 19:45:00,do laundry 30°C with mini washing machine
3293,315119,2023-08-07 19:59:00,practice generic music instrument (1 h)
3294,315179,2023-08-07 20:59:00,sleep bed 02 (06 h)
3295,315511,2023-08-08 02:31:00,hang up laundry outside
